STRUCTURE_NUMBER_008,BridgeCondition,SimpleOwner
000000000036982,G,Municipal
000000000036984,F,Municipal
000000000036985,F,Municipal
000000000036987,P,Municipal
000000000036988,P,Municipal
000000000036989,P,Municipal
000000000036990,P,Municipal
000000000036991,F,Municipal
000000000036992,F,Municipal
000000000036993,F,Municipal
000000000036994,G,Municipal
000000000036996,G,County
000000000036999,P,Municipal
000000000037000,G,Municipal
000000000037002,P,Municipal
000000000037004,P,County
000000000037007,F,Municipal
000000000037008,P,County
000000000037010,F,Municipal
000000000037013,P,Municipal
000000000037014,F,Municipal
000000000037015,G,Municipal
000000000037016,P,Municipal
000000000037017,F,Municipal
000000000037018,F,Municipal
000000000037019,G,Municipal
000000000037021,F,Municipal
000000000037022,F,Municipal
000000000037023,P,Municipal
000000000037024,P,Municipal
000000000037025,G,Municipal
000000000037031,F,PennDOT
000000000037032,F,PennDOT
000000000037033,F,PennDOT
000000000037041,F,PennDOT
000000000039531,F,PennDOT
000000000039577,G,County
000000000039589,F,PennDOT
000000000039648,G,PennDOT
000000000039700,G,PennDOT
000000000039701,G,PennDOT
000000000039704,F,PennDOT
000000000039705,G,PennDOT
000000000039706,G,PennDOT
000000000039707,G,PennDOT
000000000039834,F,County
000000000039900,G,PennDOT
000000000039901,F,PennDOT
000000000039903,P,Municipal
000000000039908,F,Municipal
000000000039909,P,Municipal
000000000039912,F,PennDOT
000000000039913,F,PennDOT
000000000039915,F,PennDOT
000000000039918,P,Municipal
000000000039922,P,Municipal
000000000039924,P,Municipal
000000000039925,G,PennDOT
000000000039927,G,PennDOT
000000000039928,G,County
000000000039955,G,PennDOT
000000000039956,G,PennDOT
000000000039960,G,PennDOT
000000000039973,G,PennDOT
000000000039975,F,Municipal
000000000039980,F,PennDOT
000000000039981,G,PennDOT
000000000039985,P,Municipal
000000000039986,F,County
000000000039996,F,Municipal
000000000040001,G,County
000000000040011,G,PennDOT
000000000040014,G,PennDOT
000000000040020,F,Municipal
000000000040074,F,Municipal
000000000040090,F,PennDOT
000000000040150,F,PennDOT
000000000040159,F,County
000000000040164,G,Municipal
000000000040188,G,PennDOT
000000000040209,F,PennDOT
000000000040217,F,PennDOT
000000000040280,F,PennDOT
000000000040335,G,County
000000000040336,F,PennDOT
000000000040337,F,PennDOT
000000000040338,G,PennDOT
000000000040339,F,PennDOT
000000000040340,G,PennDOT
000000000040342,G,PennDOT
000000000040344,G,PennDOT
000000000040345,G,PennDOT
000000000040361,G,County
000000000040365,G,County
000000000040369,F,PennDOT
000000000040379,G,County
000000000040380,G,County
000000000040381,F,County
000000000040387,F,Municipal
000000000040397,F,County
000000000040398,F,County
000000000040410,G,PennDOT
000000000040413,F,County
000000000040426,F,Municipal
000000000040428,G,County
000000000040476,G,County
000000000040479,G,PennDOT
000000000040480,G,PennDOT
000000000040488,G,County
000000000040489,G,County
000000000040500,F,Municipal
000000000040511,G,PennDOT
000000000040542,F,Municipal
000000000040567,F,PennDOT
000000000040597,G,PennDOT
000000000040604,F,PennDOT
000000000040634,G,PennDOT
000000000040666,F,County
000000000040669,G,PennDOT
000000000040674,G,PennDOT
000000000040675,G,PennDOT
000000000040686,F,County
000000000040695,F,PennDOT
000000000040696,F,PennDOT
000000000040697,F,PennDOT
000000000040698,F,PennDOT
000000000040699,G,PennDOT
000000000040705,G,PennDOT
000000000040706,G,PennDOT
000000000040711,G,PennDOT
000000000040715,G,PennDOT
000000000040718,F,PennDOT
000000000040727,F,County
000000000040734,F,Municipal
000000000040747,F,Municipal
000000000040751,F,Municipal
000000000040759,F,Municipal
000000000040782,F,PennDOT
000000000040785,F,Municipal
000000000040788,G,Municipal
000000000040796,F,Municipal
000000000040803,G,PennDOT
000000000040818,G,PennDOT
000000000040822,G,PennDOT
000000000040824,F,Municipal
000000000040832,G,PennDOT
000000000040838,F,County
000000000040839,F,County
000000000040852,G,PennDOT
000000000040853,F,Municipal
000000000040862,F,PennDOT
000000000040865,G,PennDOT
000000000040866,G,PennDOT
000000000040900,G,PennDOT
000000000040901,G,PennDOT
000000000040902,G,PennDOT
000000000040940,P,PennDOT
000000000040945,G,County
000000000040946,G,County
000000000040964,F,PennDOT
000000000040965,F,County
000000000040968,G,County
000000000040992,G,PennDOT
000000000040993,G,PennDOT
000000000041000,F,Municipal
000000000041034,F,PennDOT
000000000041050,G,PennDOT
000000000041062,G,PennDOT
000000000041065,F,PennDOT
000000000041066,F,PennDOT
000000000041086,G,PennDOT
000000000041106,F,PennDOT
000000000041116,P,Municipal
000000000041169,G,County
000000000041178,F,PennDOT
000000000041179,F,PennDOT
000000000041180,G,PennDOT
000000000041185,G,PennDOT
000000000041213,G,PennDOT
000000000041222,G,PennDOT
000000000041223,G,PennDOT
000000000041267,G,PennDOT
000000000041269,G,PennDOT
000000000041271,G,PennDOT
000000000041272,G,PennDOT
000000000041285,F,PennDOT
000000000041291,F,Municipal
000000000041311,G,PennDOT
000000000041329,G,PennDOT
000000000041336,F,County
000000000041341,G,County
000000000041344,G,PennDOT
000000000041345,G,PennDOT
000000000041348,F,PennDOT
000000000041353,G,PennDOT
000000000041356,F,PennDOT
000000000041357,P,Municipal
000000000041373,F,Municipal
000000000041394,P,Municipal
000000000041397,G,PennDOT
000000000041398,G,PennDOT
000000000041462,F,PennDOT
000000000041479,G,Municipal
000000000041489,G,County
000000000041503,G,PennDOT
000000000041506,F,PennDOT
000000000041507,F,PennDOT
000000000041508,F,PennDOT
000000000041510,G,PennDOT
000000000041511,F,PennDOT
000000000041519,G,County
000000000041532,F,PennDOT
000000000041533,F,County
000000000041535,P,Municipal
000000000041557,G,PennDOT
000000000041565,G,PennDOT
000000000041581,F,County
000000000041609,G,PennDOT
000000000041620,G,PennDOT
000000000041622,F,PennDOT
000000000041627,G,PennDOT
000000000041630,G,PennDOT
000000000041632,G,PennDOT
000000000041649,G,Municipal
000000000041699,F,PennDOT
000000000041708,G,PennDOT
000000000041729,G,PennDOT
000000000041750,G,PennDOT
000000000041751,G,PennDOT
000000000041841,G,PennDOT
000000000041854,G,County
000000000041856,G,County
000000000041857,G,PennDOT
000000000041900,P,County
000000000041916,F,PennDOT
000000000041917,G,PennDOT
000000000041918,G,PennDOT
000000000041936,P,Municipal
000000000041961,G,PennDOT
000000000041979,G,Municipal
000000000041997,G,PennDOT
000000000042018,G,Municipal
000000000042023,G,County
000000000042024,G,County
000000000042025,G,County
000000000042057,P,Municipal
000000000042059,G,PennDOT
000000000042060,G,Municipal
000000000042114,G,PennDOT
000000000042122,G,PennDOT
000000000042123,F,PennDOT
000000000042132,G,County
000000000042159,G,County
000000000042170,F,County
000000000042171,F,County
000000000042191,G,PennDOT
000000000042202,G,PennDOT
000000000042222,G,PennDOT
000000000042223,G,PennDOT
000000000042295,G,PennDOT
000000000042296,G,PennDOT
000000000042334,G,Municipal
000000000042342,G,Municipal
000000000042357,G,PennDOT
000000000042428,G,County
000000000042459,G,PennDOT
000000000042460,G,PennDOT
000000000042461,G,PennDOT
000000000042572,F,PennDOT
000000000042573,G,PennDOT
000000000042595,P,County
000000000042618,F,County
000000000042620,F,County
000000000042642,G,PennDOT
000000000042643,G,PennDOT
000000000042645,F,Municipal
000000000042646,G,Municipal
000000000042672,G,Municipal
000000000042673,G,County
000000000042705,G,PennDOT
000000000042706,G,PennDOT
000000000042744,G,PennDOT
000000000042745,G,PennDOT
000000000042749,F,PennDOT
000000000042759,G,County
000000000042899,G,PennDOT
000000000042900,F,PennDOT
000000000042919,F,PennDOT
000000000042934,G,PennDOT
000000000042964,G,PennDOT
000000000042972,G,PennDOT
000000000042976,G,Municipal
000000000043031,G,PennDOT
000000000043100,G,PennDOT
000000000043126,F,Municipal
000000000043135,F,PennDOT
000000000043172,F,PennDOT
000000000043180,G,PennDOT
000000000043181,G,PennDOT
000000000043196,G,County
000000000043206,F,County
000000000043207,G,PennDOT
000000000043222,F,PennDOT
000000000043247,G,PennDOT
000000000043336,G,PennDOT
000000000043451,F,County
000000000043452,F,County
000000000043453,P,Municipal
000000000043485,G,PennDOT
000000000043507,G,County
000000000043518,G,PennDOT
000000000043519,G,PennDOT
000000000043520,G,Municipal
000000000043521,F,PennDOT
000000000043526,G,County
000000000043528,G,PennDOT
000000000044006,G,PennDOT
000000000044007,G,PennDOT
000000000044012,G,PennDOT
000000000044014,F,PennDOT
000000000044027,G,PennDOT
000000000044029,G,PennDOT
000000000044034,G,PennDOT
000000000044052,G,PennDOT
000000000044056,G,PennDOT
000000000044059,G,PennDOT
000000000044061,G,PennDOT
000000000044069,F,PennDOT
000000000044079,G,PennDOT
000000000044081,G,PennDOT
000000000044119,G,County
000000000044133,G,PennDOT
000000000044135,G,PennDOT
000000000044136,G,PennDOT
000000000044139,G,PennDOT
000000000044158,G,PennDOT
000000000044171,G,PennDOT
000000000044172,F,PennDOT
000000000044183,G,County
000000000044215,G,PennDOT
000000000044228,G,County
000000000044235,G,PennDOT
000000000044239,G,PennDOT
000000000044248,G,Municipal
000000000044249,F,Municipal
000000000044257,G,PennDOT
000000000044259,G,County
000000000044261,P,Municipal
000000000044275,G,PennDOT
000000000044329,G,PennDOT
000000000044333,G,Municipal
000000000044334,F,Municipal
000000000044344,G,PennDOT
000000000044345,F,PennDOT
000000000044346,G,PennDOT
000000000044347,G,PennDOT
000000000044348,F,Municipal
000000000044361,G,County
000000000044362,G,Municipal
000000000044369,G,County
000000000044377,G,County
000000000044378,F,County
000000000044379,G,PennDOT
000000000044380,G,County
000000000044386,G,County
000000000044398,G,PennDOT
000000000044399,G,PennDOT
000000000044402,G,County
000000000044403,G,County
000000000044410,G,PennDOT
000000000044411,F,PennDOT
000000000044412,G,PennDOT
000000000044414,G,PennDOT
000000000044416,G,PennDOT
000000000044419,F,Municipal
000000000044420,F,PennDOT
000000000044457,G,PennDOT
000000000044458,F,Municipal
000000000044473,F,Municipal
000000000044493,F,PennDOT
000000000044900,F,Municipal
000000000044916,G,PennDOT
000000000044917,G,PennDOT
000000000044920,G,County
000000000044922,F,PennDOT
000000000044925,G,PennDOT
000000000044926,G,PennDOT
000000000044932,G,PennDOT
000000000044943,G,Municipal
000000000044944,P,Municipal
000000000044979,G,PennDOT
000000000044981,G,PennDOT
000000000044993,G,PennDOT
000000000044994,G,PennDOT
000000000045108,G,County
000000000045110,G,PennDOT
000000000045152,G,County
000000000045188,G,PennDOT
000000000045192,G,PennDOT
000000000045193,G,PennDOT
000000000045197,G,PennDOT
000000000045198,G,PennDOT
000000000045201,G,PennDOT
000000000045203,G,PennDOT
000000000045245,G,PennDOT
000000000045258,F,PennDOT
000000000045259,F,PennDOT
000000000045260,F,PennDOT
000000000045291,G,PennDOT
000000000045293,G,PennDOT
000000000045323,G,County
000000000045326,F,PennDOT
000000000045327,F,PennDOT
000000000045328,F,PennDOT
000000000045329,F,PennDOT
000000000045370,G,PennDOT
000000000045379,P,Municipal
000000000045380,F,Municipal
000000000045459,G,County
000000000045465,G,PennDOT
000000000045470,G,PennDOT
000000000045472,G,PennDOT
000000000045473,P,PennDOT
000000000045474,G,PennDOT
000000000045475,G,PennDOT
000000000045476,G,PennDOT
000000000045477,G,PennDOT
000000000045482,G,PennDOT
000000000045486,G,PennDOT
000000000045488,G,PennDOT
000000000045490,G,PennDOT
000000000045498,G,PennDOT
000000000045502,G,PennDOT
000000000045505,G,PennDOT
000000000045509,G,PennDOT
000000000045533,G,PennDOT
000000000045538,G,PennDOT
000000000045547,G,PennDOT
000000000045551,G,PennDOT
000000000045566,G,PennDOT
000000000045581,G,PennDOT
000000000045582,G,County
000000000045595,G,PennDOT
000000000045610,G,PennDOT
000000000045624,G,PennDOT
000000000045630,G,PennDOT
000000000045647,G,PennDOT
000000000045666,G,PennDOT
000000000045673,G,PennDOT
000000000045683,G,PennDOT
000000000045685,G,County
000000000045688,G,PennDOT
000000000045699,G,PennDOT
000000000045703,G,PennDOT
000000000045704,G,PennDOT
000000000045706,G,PennDOT
000000000045712,G,PennDOT
000000000045723,G,PennDOT
000000000045729,G,County
000000000045732,G,PennDOT
000000000045733,G,PennDOT
000000000045734,G,PennDOT
000000000045735,G,PennDOT
000000000045759,G,PennDOT
000000000045761,G,PennDOT
000000000045765,G,PennDOT
000000000045768,G,PennDOT
000000000045777,G,PennDOT
000000000045781,G,PennDOT
000000000045782,G,PennDOT
000000000045786,G,PennDOT
000000000045790,G,PennDOT
000000000045792,G,PennDOT
000000000045801,G,PennDOT
000000000045806,G,PennDOT
000000000045810,G,PennDOT
000000000045813,G,PennDOT
000000000045819,P,Municipal
000000000045820,G,Municipal
000000000045821,G,Municipal
000000000045831,P,Municipal
000000000045832,F,Municipal
000000000045848,G,PennDOT
000000000045849,G,PennDOT
000000000045850,G,Municipal
000000000045854,G,PennDOT
000000000045863,G,PennDOT
000000000045870,G,Municipal
000000000045922,F,Municipal
000000000045926,G,PennDOT
000000000045929,F,Municipal
000000000045965,G,County
000000000045969,G,PennDOT
000000000045973,G,PennDOT
000000000045974,G,PennDOT
000000000045975,G,PennDOT
000000000045995,G,PennDOT
000000000045998,G,PennDOT
000000000046000,G,PennDOT
000000000046010,G,PennDOT
000000000046013,G,County
000000000046046,G,PennDOT
000000000046063,F,Municipal
000000000046065,P,Municipal
000000000046078,G,County
000000000046087,G,PennDOT
000000000046090,G,PennDOT
000000000046096,G,PennDOT
000000000046125,G,Municipal
000000000046138,G,PennDOT
000000000046140,G,PennDOT
000000000046145,G,PennDOT
000000000046151,F,Municipal
000000000046160,G,PennDOT
000000000046175,G,County
000000000046184,G,PennDOT
000000000046197,G,PennDOT
000000000046200,G,PennDOT
000000000046211,G,County
000000000046218,F,PennDOT
000000000046219,F,PennDOT
000000000046220,G,PennDOT
000000000046225,G,PennDOT
000000000046245,G,County
000000000046257,G,PennDOT
000000000046258,G,PennDOT
000000000046264,G,PennDOT
000000000046269,G,PennDOT
000000000046275,G,Municipal
000000000046283,G,PennDOT
000000000046284,G,PennDOT
000000000046286,G,PennDOT
000000000046295,G,Municipal
000000000046305,G,Municipal
000000000046312,G,PennDOT
000000000046325,G,PennDOT
000000000046326,P,County
000000000046331,G,County
000000000046360,G,PennDOT
000000000046412,G,PennDOT
000000000046413,G,PennDOT
000000000046416,F,Municipal
000000000046422,G,Municipal
000000000046451,G,PennDOT
000000000046461,G,Municipal
000000000046494,G,PennDOT
000000000046532,G,PennDOT
000000000046550,G,PennDOT
000000000046562,G,PennDOT
000000000046572,G,PennDOT
000000000046586,G,PennDOT
000000000046596,G,PennDOT
000000000046601,G,PennDOT
000000000046602,F,County
000000000046604,G,PennDOT
000000000046653,G,PennDOT
000000000046660,G,PennDOT
000000000046708,G,PennDOT
000000000046710,G,PennDOT
000000000046711,G,PennDOT
000000000046735,G,PennDOT
000000000046747,G,PennDOT
000000000046750,G,PennDOT
000000000046752,G,PennDOT
000000000046754,G,PennDOT
000000000046755,G,PennDOT
000000000046767,G,PennDOT
000000000046768,P,Municipal
000000000046777,G,PennDOT
000000000046781,G,PennDOT
000000000046794,G,County
000000000046795,G,PennDOT
000000000046801,G,County
000000000046806,G,County
000000000046812,G,PennDOT
000000000046820,G,PennDOT
000000000046822,G,PennDOT
000000000046825,G,PennDOT
000000000046832,G,PennDOT
000000000046834,G,PennDOT
000000000046840,G,PennDOT
000000000046841,G,PennDOT
000000000046842,G,PennDOT
000000000046845,G,PennDOT
000000000046846,G,PennDOT
000000000046849,G,Municipal
000000000046850,G,PennDOT
000000000046851,G,PennDOT
000000000046853,G,County
000000000046856,G,County
000000000046870,G,County
000000000046871,G,PennDOT
000000000046880,G,PennDOT
000000000046914,G,PennDOT
000000000046915,G,PennDOT
000000000046917,G,PennDOT
000000000046918,G,PennDOT
000000000046944,G,County
000000000046947,G,PennDOT
000000000046961,G,PennDOT
000000000046974,G,PennDOT
000000000046994,G,PennDOT
000000000047018,G,Municipal
000000000047031,G,PennDOT
000000000047084,G,PennDOT
000000000047086,G,County
000000000047114,G,PennDOT
000000000047122,F,Municipal
000000000047123,G,PennDOT
000000000047185,G,PennDOT
000000000047210,G,PennDOT
000000000047247,G,PennDOT
000000000047255,G,PennDOT
000000000047269,G,PennDOT
000000000047270,G,County
000000000047302,G,PennDOT
000000000047311,G,PennDOT
000000000047317,G,PennDOT
000000000047335,G,PennDOT
000000000047365,G,Municipal
000000000047376,G,PennDOT
000000000047377,F,PennDOT
000000000047380,G,PennDOT
000000000047390,G,PennDOT
000000000047397,G,PennDOT
000000000047398,G,PennDOT
000000000047407,G,PennDOT
000000000047426,G,PennDOT
000000000047436,G,PennDOT
000000000047448,G,PennDOT
000000000047471,G,PennDOT
000000000047477,G,Municipal
000000000047481,G,PennDOT
000000000047487,G,PennDOT
000000000047495,G,PennDOT
000000000047496,G,County
000000000047497,G,PennDOT
000000000047502,G,PennDOT
000000000047509,G,Municipal
000000000047515,G,PennDOT
000000000047516,G,PennDOT
000000000047527,G,PennDOT
000000000047530,G,PennDOT
000000000047534,P,Municipal
000000000047536,F,Municipal
000000000047537,P,Municipal
000000000047538,G,Municipal
000000000047550,F,PennDOT
000000000047564,G,PennDOT
000000000047566,G,PennDOT
000000000047576,G,PennDOT
000000000047577,G,PennDOT
000000000047588,G,PennDOT
000000000047602,G,PennDOT
000000000047609,G,Municipal
000000000047621,G,Municipal
000000000047629,G,PennDOT
000000000047659,G,PennDOT
000000000047665,G,PennDOT
000000000047689,F,Municipal
000000000047691,G,PennDOT
000000000047693,P,Municipal
000000000047694,G,PennDOT
000000000047696,G,Municipal
000000000047705,G,PennDOT
000000000047706,G,Municipal
000000000047707,F,Municipal
000000000047708,F,Municipal
000000000047709,F,County
000000000047710,F,Municipal
000000000047711,F,Municipal
000000000047712,F,Municipal
000000000047720,G,PennDOT
000000000047725,G,PennDOT
000000000047734,G,Municipal
000000000047735,G,PennDOT
000000000047746,G,PennDOT
000000000047751,F,Municipal
000000000047753,F,Municipal
000000000047769,G,PennDOT
000000000047774,G,PennDOT
000000000047794,G,PennDOT
000000000047828,G,PennDOT
000000000047874,G,Municipal
000000000047877,G,PennDOT
000000000047882,G,Municipal
000000000047894,G,Municipal
000000000047898,F,PennDOT
000000000047899,F,County
000000000047900,G,County
000000000047903,G,PennDOT
000000000047910,G,PennDOT
000000000047911,G,PennDOT
000000000047920,G,PennDOT
000000000047932,G,PennDOT
000000000047939,G,PennDOT
000000000047942,G,PennDOT
000000000047947,G,PennDOT
000000000047988,G,PennDOT
000000000047999,G,PennDOT
000000000048002,G,PennDOT
000000000048005,G,PennDOT
000000000048007,G,PennDOT
000000000048018,G,PennDOT
000000000048019,G,PennDOT
000000000048031,G,PennDOT
000000000048033,G,PennDOT
000000000048034,G,PennDOT
000000000048046,G,PennDOT
000000000048047,G,PennDOT
000000000048060,F,PennDOT
000000000048062,G,PennDOT
000000000048066,G,PennDOT
000000000048068,G,PennDOT
000000000048069,G,PennDOT
000000000048070,G,PennDOT
000000000048076,G,PennDOT
000000000048089,G,PennDOT
000000000048090,G,PennDOT
000000000048093,G,Municipal
000000000048095,G,PennDOT
000000000048096,G,PennDOT
000000000048139,F,Municipal
000000000048142,G,County
000000000048151,G,PennDOT
000000000048153,G,PennDOT
000000000048154,G,Municipal
000000000048158,G,PennDOT
000000000048166,G,PennDOT
000000000048168,G,PennDOT
000000000048173,G,County
000000000048174,G,County
000000000048204,G,PennDOT
000000000048206,G,Municipal
000000000048208,G,PennDOT
000000000048209,G,PennDOT
000000000048257,G,PennDOT
000000000048258,F,County
000000000048261,G,PennDOT
000000000048264,G,County
000000000048265,G,PennDOT
000000000048267,G,County
000000000048269,G,Municipal
000000000048270,F,Municipal
000000000048271,G,PennDOT
000000000048281,G,PennDOT
000000000048285,G,Municipal
000000000048287,G,PennDOT
000000000048298,G,PennDOT
000000000048334,F,County
000000000048348,G,PennDOT
000000000048381,G,PennDOT
000000000048383,G,PennDOT
000000000048388,G,PennDOT
000000000048400,G,PennDOT
000000000048404,G,PennDOT
000000000048424,F,PennDOT
000000000048431,F,Municipal
000000000048433,G,PennDOT
000000000048477,G,Municipal
000000000048478,P,Municipal
000000000048479,F,Municipal
000000000048480,P,Municipal
000000000048481,F,Municipal
000000000048482,F,Municipal
000000000048484,F,Municipal
000000000048485,F,Municipal
000000000048486,P,Municipal
000000000048488,F,Municipal
000000000048489,F,Municipal
000000000048490,F,County
000000000048492,G,Municipal
000000000048493,P,Municipal
000000000048494,F,Municipal
000000000048498,F,Municipal
000000000048499,P,Municipal
000000000048502,F,Municipal
000000000048503,F,Municipal
000000000048505,P,Municipal
000000000048507,F,Municipal
000000000048513,G,PennDOT
000000000048515,F,Municipal
000000000048516,P,Municipal
000000000048517,G,Municipal
000000000048518,F,Municipal
000000000048521,F,Municipal
000000000048522,F,Municipal
000000000048523,F,Municipal
000000000048524,P,Municipal
000000000048537,F,PennDOT
000000000048577,G,County
000000000048589,G,PennDOT
000000000048598,G,PennDOT
000000000048600,G,PennDOT
000000000048608,G,PennDOT
000000000048615,G,PennDOT
000000000048631,P,Municipal
000000000048633,G,PennDOT
000000000048634,G,County
000000000048635,G,County
000000000048648,G,County
000000000048682,G,PennDOT
000000000048687,F,PennDOT
000000000048688,F,PennDOT
000000000048714,G,PennDOT
000000000048722,G,PennDOT
000000000048755,G,PennDOT
000000000048763,G,PennDOT
000000000048775,G,PennDOT
000000000048801,G,PennDOT
000000000048807,G,Municipal
000000000048810,G,PennDOT
000000000048829,G,PennDOT
000000000048839,G,PennDOT
000000000048851,G,PennDOT
000000000048873,G,PennDOT
000000000048874,G,PennDOT
000000000048875,G,PennDOT
000000000048889,F,County
000000000048912,G,PennDOT
000000000048922,G,PennDOT
000000000048938,G,PennDOT
000000000048945,G,PennDOT
000000000048954,G,Municipal
000000000048955,G,County
000000000048956,F,Municipal
000000000048974,G,PennDOT
000000000048978,G,County
000000000048983,G,Municipal
000000000048990,G,PennDOT
000000000048991,G,PennDOT
000000000049111,G,Municipal
000000000049115,G,PennDOT
000000000049121,F,Municipal
000000000049122,F,PennDOT
000000000049123,F,Municipal
000000000049125,P,Municipal
000000000049126,F,Municipal
000000000049127,F,Municipal
000000000049128,F,Municipal
000000000049129,F,Municipal
000000000049130,P,Municipal
000000000049131,F,Municipal
000000000049133,F,Municipal
000000000049134,F,Municipal
000000000049135,F,Municipal
000000000049136,P,Municipal
000000000049137,F,Municipal
000000000049139,F,Municipal
000000000049140,G,County
000000000049142,F,Municipal
000000000049144,F,Municipal
000000000049146,G,Municipal
000000000049148,P,Municipal
000000000049152,G,PennDOT
000000000052397,G,PennDOT
000000000052398,G,PennDOT
000000000052410,G,PennDOT
000000000052419,G,County
000000000052440,G,PennDOT
000000000052455,G,PennDOT
000000000052468,F,PennDOT
000000000052488,G,PennDOT
000000000052498,G,County
000000000052499,G,County
000000000052500,G,Municipal
000000000052502,G,Municipal
000000000052505,G,County
000000000052515,G,County
000000000052529,G,PennDOT
000000000052533,G,PennDOT
000000000052548,G,PennDOT
000000000052549,G,PennDOT
000000000052550,G,PennDOT
000000000052562,G,PennDOT
000000000052563,G,PennDOT
000000000052571,G,PennDOT
000000000052573,G,PennDOT
000000000052582,G,PennDOT
000000000052589,G,PennDOT
000000000052591,G,PennDOT
000000000052605,G,PennDOT
000000000052606,G,PennDOT
000000000052607,G,Municipal
000000000052609,G,Municipal
000000000052610,G,Municipal
000000000052611,G,County
000000000052612,G,County
000000000052619,G,PennDOT
000000000052624,G,County
000000000052626,G,PennDOT
000000000052627,G,PennDOT
000000000052628,G,PennDOT
000000000052630,F,PennDOT
000000000052635,G,PennDOT
000000000052636,G,PennDOT
000000000052637,G,PennDOT
000000000052640,G,PennDOT
000000000052644,G,PennDOT
000000000052651,G,PennDOT
000000000052661,G,PennDOT
000000000052662,G,PennDOT
000000000052663,G,Municipal
000000000052665,G,PennDOT
000000000052668,G,PennDOT
000000000052670,G,PennDOT
000000000052672,G,PennDOT
000000000052674,G,PennDOT
000000000052675,G,PennDOT
000000000052691,G,PennDOT
000000000052712,G,PennDOT
000000000052726,G,PennDOT
000000000052729,G,PennDOT
000000000052733,G,County
000000000052736,G,PennDOT
000000000052755,G,PennDOT
000000000052756,G,PennDOT
000000000052757,G,PennDOT
000000000052758,G,PennDOT
000000000052759,G,PennDOT
000000000052760,G,PennDOT
000000000052779,G,PennDOT
000000000052781,G,PennDOT
000000000052804,G,PennDOT
000000000052851,G,PennDOT
000000000052860,G,County
000000000053204,P,Municipal
000000000053205,G,PennDOT
000000000053208,G,PennDOT
000000000053216,G,PennDOT
000000000053229,G,PennDOT
000000000053237,G,PennDOT
000000000053238,G,PennDOT
000000000053251,G,Municipal
000000000053261,G,PennDOT
000000000053269,G,PennDOT
000000000053286,G,Municipal
000000000053288,G,PennDOT
000000000053313,F,Municipal
000000000053316,G,PennDOT
000000000053317,G,PennDOT
000000000053325,G,PennDOT
000000000053327,G,PennDOT
000000000053328,G,PennDOT
000000000053329,G,PennDOT
000000000053330,G,PennDOT
000000000053331,G,PennDOT
000000000053335,G,PennDOT
000000000053336,F,Municipal
000000000053359,G,PennDOT
000000000053363,G,PennDOT
000000000053365,G,PennDOT
000000000053366,F,Municipal
000000000053368,G,Municipal
000000000053369,G,PennDOT
000000000053381,G,PennDOT
000000000053382,G,PennDOT
000000000053383,G,PennDOT
000000000053394,G,PennDOT
000000000053411,G,PennDOT
000000000053412,G,PennDOT
000000000053417,G,PennDOT
000000000053424,G,PennDOT
000000000053426,G,PennDOT
000000000053441,G,PennDOT
000000000053447,G,PennDOT
000000000053452,G,PennDOT
000000000053453,G,PennDOT
000000000053486,G,PennDOT
000000000053498,G,PennDOT
000000000053500,G,PennDOT
000000000053502,G,PennDOT
000000000053505,G,PennDOT
000000000053518,G,PennDOT
000000000053543,G,PennDOT
000000000053552,G,PennDOT
000000000053556,G,PennDOT
000000000053557,G,PennDOT
000000000053558,G,PennDOT
000000000053559,G,PennDOT
000000000053562,G,PennDOT
000000000053566,G,PennDOT
000000000053571,G,PennDOT
000000000053574,G,County
000000000053575,G,PennDOT
000000000053577,G,PennDOT
000000000053578,G,PennDOT
000000000053580,G,PennDOT
000000000053588,G,Municipal
000000000053590,G,PennDOT
000000000053592,G,PennDOT
000000000053594,G,PennDOT
000000000053597,G,PennDOT
000000000053598,G,PennDOT
000000000053599,G,PennDOT
000000000053628,G,PennDOT
000000000053630,G,PennDOT
000000000053639,G,County
000000000053645,G,PennDOT
000000000053651,G,County
000000000053653,G,PennDOT
000000000053655,G,PennDOT
000000000053656,G,County
000000000053659,G,PennDOT
000000000053708,G,PennDOT
000000000053720,G,PennDOT
000000000053746,G,PennDOT
000000000053748,G,PennDOT
000000000053753,G,PennDOT
000000000053763,G,PennDOT
000000000053765,G,PennDOT
000000000053773,G,PennDOT
000000000053774,G,PennDOT
000000000053778,G,PennDOT
000000000053783,G,PennDOT
000000000053784,G,PennDOT
000000000053785,G,PennDOT
000000000053786,G,PennDOT
000000000053787,G,PennDOT
000000000053788,G,PennDOT
000000000053789,G,PennDOT
000000000053790,G,PennDOT
000000000053791,G,PennDOT
000000000053792,G,PennDOT
000000000053793,G,PennDOT
000000000053794,G,PennDOT
000000000053795,G,PennDOT
000000000053796,G,PennDOT
000000000053797,G,PennDOT
000000000053799,G,PennDOT
000000000053800,G,PennDOT
000000000053801,G,PennDOT
000000000053802,G,PennDOT
000000000053803,G,PennDOT
000000000053804,G,PennDOT
000000000053805,G,PennDOT
000000000053806,G,PennDOT
000000000053812,G,PennDOT
000000000053822,G,PennDOT
000000000053823,F,PennDOT
000000000053824,G,PennDOT
000000000053825,G,PennDOT
000000000053826,G,PennDOT
000000000053827,G,PennDOT
000000000053828,G,PennDOT
000000000053829,G,PennDOT
000000000053830,G,PennDOT
000000000053832,G,PennDOT
000000000053844,G,PennDOT
000000000053845,G,PennDOT
